generation,individual_id,decoded_architecture,predicted_psnr,params
3,40,4 3 0 0 6 4 4 7 6 7 0 4 7 7 2 4 5 3 4 5 2 4 1 1 4 0 6 4,-30.718787016480103,54080
3,41,0 4 1 7 2 4 5 1 2 6 6 3 0 7 2 4 0 2 5 1 5 6 7 6 4 5 0 7,-30.76228795311595,60688
3,42,0 4 1 7 2 4 5 5 2 6 6 3 0 7 2 4 0 2 5 2 4 4 7 6 4 5 0 7,-30.764181565660447,77328
3,43,1 6 0 5 5 2 1 2 3 6 2 0 0 0 0 3 7 2 1 7 3 4 6 1 6 2 1 3,-31.437090971650907,337216
3,44,1 6 0 5 5 2 1 2 3 6 2 0 0 0 0 3 7 2 1 7 3 4 6 1 6 2 1 3,-31.437090971650907,337216
3,45,2 6 2 3 7 1 3 3 4 4 1 0 1 1 2 0 5 2 5 3 6 5 3 7 2 3 1 5,-31.50763146662792,1042512
3,46,6 3 0 7 5 6 4 1 2 1 6 7 2 1 2 3 6 3 0 2 0 2 7 1 1 5 1 1,-31.478614416755647,1037568
3,47,5 7 1 4 4 5 7 0 5 4 3 6 0 6 2 4 7 0 6 1 6 4 2 1 7 7 2 2,-31.085488507263648,133088
3,48,1 4 5 4 3 4 0 0 6 6 3 0 4 6 0 1 4 2 6 7 2 4 7 3 2 1 1 4,-31.059036214703013,101856
3,49,1 6 1 0 7 6 4 7 3 4 3 4 3 2 5 5 2 2 7 0 1 3 2 0 0 0 3 1,-31.101211394234785,277408
3,50,4 2 3 6 1 2 0 4 5 6 0 1 0 3 3 4 6 2 1 7 2 4 7 3 2 0 5 6,-30.82545513262982,82336
3,51,4 2 5 1 2 1 0 7 7 3 1 5 7 2 5 6 7 7 5 3 2 2 4 2 0 2 6 1,-30.127223919942708,58240
3,52,0 0 1 7 3 6 0 1 0 3 1 1 4 3 1 3 2 1 2 2 1 2 1 3 4 4 1 6,-30.513728261030582,58432
3,53,4 2 5 1 2 6 6 7 3 4 3 6 0 6 2 4 7 0 6 2 6 5 4 2 0 2 6 1,-30.67768519989742,65344
3,54,0 7 5 4 2 4 5 6 0 2 5 4 4 1 3 5 2 1 5 4 4 1 6 3 2 6 5 7,-30.75722015914251,82096
3,55,1 7 2 0 1 5 5 1 0 1 4 4 4 1 0 6 1 1 3 5 3 5 7 7 1 6 7 5,-31.29340940690597,378144
3,56,6 6 1 4 3 5 7 0 5 5 7 0 2 5 7 4 5 6 0 7 7 1 4 7 1 3 5 0,-31.36229139968881,540192
3,57,2 6 2 3 7 1 3 3 4 6 0 0 1 1 2 0 5 2 5 3 6 5 3 7 2 3 1 5,-31.4963215115561,1047216
3,58,1 6 1 0 6 6 4 1 2 1 6 7 4 4 1 0 7 4 0 1 0 4 0 4 7 0 3 1,-31.080300913683498,247872
3,59,4 0 3 3 1 3 1 5 0 6 2 2 6 5 1 6 2 3 1 1 2 1 7 3 7 3 5 3,-31.034525959500407,163984
3,60,4 2 5 1 0 7 0 5 2 5 2 2 6 6 7 4 6 4 5 1 1 3 1 2 0 2 6 1,-30.87080654074504,108736
3,61,5 2 0 0 4 3 1 4 6 4 2 6 1 4 2 0 7 4 0 1 0 4 0 4 4 2 5 7,-30.862923857745493,104960
3,62,1 6 5 4 2 4 5 4 2 2 5 5 4 1 0 5 7 5 1 7 3 4 6 1 6 2 1 3,-30.996947851107524,109536
3,63,1 5 0 6 3 6 7 7 3 2 2 0 5 0 3 0 0 2 2 2 4 4 4 2 7 0 6 2,-31.096948445346555,334656
3,64,1 7 0 4 0 0 2 1 0 3 1 4 0 1 2 4 2 7 6 7 3 0 0 5 1 2 2 7,-31.082626963802337,310176
3,65,0 7 0 1 0 1 2 0 6 3 0 1 0 6 7 4 5 2 1 0 1 5 3 1 2 4 0 3,-30.774315153136264,90976
3,66,4 2 4 2 2 4 5 1 0 1 4 4 4 1 0 5 1 6 3 5 5 1 4 4 3 5 1 6,-29.174998577520334,59344
3,67,4 7 1 2 6 0 1 1 5 7 3 4 3 4 4 6 0 1 5 1 7 4 5 4 5 2 3 1,-28.971021693500365,58688
3,68,4 5 0 5 4 4 6 1 6 2 6 4 4 1 2 1 3 4 3 2 5 1 2 6 1 4 7 7,-30.365865002808338,60656
3,69,4 0 2 2 4 6 1 4 2 6 7 6 6 1 5 4 6 2 4 7 6 2 3 5 1 5 3 4,-30.57905620175014,65584
3,70,4 5 3 1 6 2 5 6 2 5 4 1 1 2 0 4 4 7 7 7 0 2 0 0 4 1 4 4,-30.585565273181032,88400
3,71,1 7 2 0 1 5 5 1 0 6 3 0 4 1 2 1 3 1 3 5 3 5 7 7 1 6 7 5,-31.290151039053644,427232
3,72,1 6 7 5 7 5 5 7 2 4 0 0 0 7 4 6 5 6 7 6 2 6 7 0 7 2 5 4,-31.16951175250927,412096
3,73,6 7 4 4 0 6 6 7 3 4 3 6 0 6 2 4 7 0 6 1 6 4 2 3 5 3 5 4,-31.296407832313516,599184
3,74,5 6 1 6 7 5 3 6 4 4 6 5 2 0 2 3 4 5 7 6 2 6 7 0 7 3 5 4,-31.060165716404885,255168
3,75,4 1 3 7 6 6 4 1 2 1 6 7 4 6 0 4 3 2 3 1 0 2 7 1 1 5 2 1,-30.99636488097019,139456
3,76,0 1 3 1 6 7 4 7 6 0 0 0 5 0 7 5 1 3 5 2 2 7 6 0 0 0 5 4,-30.716390728137622,118992
3,77,4 3 4 5 3 0 2 6 0 7 7 7 5 0 4 7 6 4 3 5 3 5 4 4 3 7 1 2,-30.072596988496052,62608
3,78,0 2 0 0 4 7 1 1 0 0 7 6 1 4 4 1 6 7 1 0 6 2 1 3 4 4 6 6,-30.225242037039433,64560
3,79,0 1 3 5 7 7 4 5 2 0 7 7 2 6 4 6 1 7 1 2 6 1 2 0 7 0 5 4,-30.39272303391542,83760
3,80,4 3 2 6 7 6 1 2 2 2 0 6 6 1 5 4 0 0 3 7 3 5 7 5 1 5 3 4,-30.54575284098764,90672
3,81,5 5 0 5 7 7 4 5 2 0 0 1 2 6 4 6 1 7 1 2 7 6 2 0 6 1 6 6,-31.261625307145927,430112
3,82,3 5 5 6 4 6 6 0 1 0 7 2 6 5 1 6 2 3 1 6 2 1 7 3 4 0 3 2,-31.29505916538,1772320
3,83,3 2 0 4 6 2 3 0 5 5 7 0 2 5 7 4 3 1 5 6 2 1 7 2 1 2 4 7,-31.280706791216573,1208288
3,84,4 6 3 0 1 2 2 5 3 2 2 0 5 0 3 0 7 0 7 7 1 5 1 1 2 2 1 5,-30.753543958943684,140528
3,85,5 6 1 6 7 5 3 6 4 5 1 6 4 5 2 4 0 5 7 6 2 6 7 0 7 3 5 4,-30.964133792112822,238080
3,86,4 4 1 0 1 6 2 1 2 5 6 7 4 6 0 4 3 2 3 1 0 2 7 1 1 5 7 2,-30.880800136514875,155840
3,87,4 1 7 2 5 6 7 2 7 7 0 0 6 2 2 5 7 3 1 7 3 7 1 4 0 6 5 0,-30.919524311172854,163200
3,88,4 4 1 0 1 6 2 1 2 5 7 4 3 6 0 4 3 2 3 1 0 2 7 1 1 5 7 2,-30.865218555269628,143280
3,89,1 6 7 4 7 5 5 7 2 4 6 5 3 7 4 7 6 2 4 7 6 2 3 5 6 5 2 4,-30.95480137051298,200032
3,90,4 7 1 2 6 0 3 0 1 3 6 2 2 1 2 3 3 2 5 5 3 0 6 2 3 0 0 2,-30.551336022022447,124112
3,91,5 0 0 1 4 7 1 1 0 0 7 6 1 4 4 1 6 7 1 0 4 3 2 0 2 6 5 0,-30.69307893440589,132224
3,92,0 5 5 4 2 4 2 4 2 2 5 5 4 1 3 6 5 0 1 7 7 6 5 5 4 4 3 4,-29.685198750856358,62640
3,93,4 7 2 3 3 2 0 3 5 2 4 4 1 0 2 4 5 3 4 5 2 4 1 1 4 0 4 3,-30.185310568956613,67520
3,94,0 7 5 4 2 4 5 4 2 2 5 5 4 1 3 5 7 0 1 2 0 2 6 3 2 6 5 7,-30.19889067713255,83264
3,95,4 5 0 5 4 4 6 1 6 5 6 4 4 1 3 3 7 4 3 2 5 1 2 6 1 4 7 7,-30.280096989749346,90560
3,96,0 5 2 7 5 4 5 6 4 2 2 0 3 7 7 5 3 0 2 5 1 2 1 3 4 4 4 4,-30.527233593032697,93360
3,97,6 6 1 4 4 5 7 0 5 5 7 0 2 5 7 4 3 1 5 6 3 1 4 7 1 3 5 0,-31.230218440532386,613392
3,98,2 2 0 6 3 5 7 7 3 2 2 0 5 0 3 0 7 2 6 7 7 4 4 5 7 0 6 2,-30.951889795863025,398736
3,99,6 1 7 4 7 5 5 7 2 4 6 5 3 7 4 7 5 6 0 7 7 2 2 0 3 6 1 1,-30.939758394163665,376128
4,0,4 7 3 5 0 0 7 7 4 0 0 0 1 6 5 5 2 3 2 2 1 2 5 2 4 4 6 3,-32.30035152884982,70128
4,1,0 7 6 7 7 0 0 3 1 1 1 6 4 6 7 4 6 2 1 0 1 5 3 1 2 7 0 6,-31.805791727167165,50320
4,2,0 2 0 1 6 0 3 0 0 3 6 2 3 6 2 5 7 2 1 7 3 7 1 5 3 7 6 6,-31.856435264042467,52768
4,3,4 7 3 5 0 0 7 7 4 0 0 0 1 6 5 5 1 3 2 2 1 2 5 2 4 4 6 3,-32.22758800310692,70128
4,4,4 3 0 0 6 4 4 7 6 7 0 4 6 7 0 3 4 3 4 5 2 4 1 1 4 0 6 4,-30.89841414951107,27632
4,5,4 3 4 5 3 0 2 6 0 7 7 7 4 6 2 5 7 2 1 7 3 7 0 5 3 6 4 2,-31.34642693702043,27648
4,6,4 2 4 2 2 4 5 1 0 1 4 4 4 1 0 4 7 6 2 3 0 2 0 7 4 1 1 6,-30.42183780129501,25088
4,7,0 7 6 7 7 0 0 3 1 1 1 6 5 3 6 7 6 4 1 2 3 5 3 1 2 7 0 6,-31.63563444176587,78032
4,8,1 3 4 2 6 1 2 4 6 4 7 6 4 6 2 5 7 2 1 7 3 7 1 5 3 6 4 2,-31.668309204751974,128672
4,9,1 7 0 4 7 4 5 7 2 0 7 2 0 7 5 5 2 2 7 0 1 3 2 0 0 0 0 1,-32.06762596549004,147136
4,10,0 7 7 4 1 0 3 0 4 2 7 0 5 2 0 4 5 2 4 7 6 2 2 2 6 3 5 5,-31.244418405216916,42528
4,11,4 5 2 0 7 4 5 7 2 4 6 5 3 2 0 4 4 6 2 3 0 2 0 0 4 1 4 4,-30.854888521672198,29440
4,12,1 3 4 2 6 1 2 5 0 0 4 4 4 1 0 6 7 2 1 7 3 7 1 5 3 6 4 2,-31.405044829123742,84128
4,13,0 7 0 1 7 1 2 0 6 3 0 1 0 6 7 4 5 2 1 0 1 5 3 1 2 5 0 3,-31.47681387774335,87344
4,14,1 3 5 2 6 0 3 0 1 3 6 2 3 6 2 5 7 2 1 7 3 7 1 5 3 6 4 2,-31.933993005632892,267360
4,15,1 6 7 4 7 5 5 7 2 4 6 5 3 7 4 7 5 6 0 6 2 6 7 0 7 2 5 4,-31.706570812172668,232800
4,16,1 7 0 4 7 4 5 7 2 7 7 2 6 7 5 5 2 2 7 0 1 3 2 0 0 0 3 1,-31.720970894072924,245440
4,17,1 6 1 0 5 4 4 6 3 6 2 3 0 0 0 3 7 2 1 7 3 4 6 1 6 2 1 3,-32.030903342024445,287808
4,18,1 6 1 0 7 1 4 7 3 4 0 7 4 2 7 0 7 4 0 1 0 4 0 4 7 0 3 1,-31.530006454661784,219808
4,19,5 7 1 4 0 6 6 7 0 4 3 6 3 6 0 4 7 0 6 1 6 4 2 1 0 7 2 1,-31.479461913611313,219808
4,20,1 3 5 2 6 0 3 0 1 3 6 2 3 6 2 4 6 2 1 7 2 4 7 3 2 0 5 5,-31.95470212555298,271328
4,21,0 4 7 5 5 1 1 4 2 6 0 1 0 3 6 0 3 2 0 3 5 1 5 5 4 4 3 4,-31.23060714976899,43808
4,22,0 4 7 5 5 1 1 4 3 7 7 7 1 3 6 0 3 2 0 3 5 1 5 5 4 4 3 4,-30.83497775994537,43712
4,23,4 2 0 0 4 3 1 6 2 5 4 1 1 2 0 4 4 7 7 6 5 0 6 6 4 6 5 1,-30.09155975271751,36320
4,24,4 5 0 5 0 2 0 4 5 6 0 1 0 3 4 4 6 2 1 7 2 4 7 3 2 1 5 7,-30.72849772960859,36960
4,25,5 4 2 1 6 0 4 7 1 6 6 2 5 5 6 0 3 6 0 6 5 0 4 4 4 2 0 5,-31.43825887399564,153664
4,26,4 7 1 0 5 4 3 3 0 1 4 5 7 6 0 1 6 7 7 2 4 6 0 5 2 1 2 7,-31.38408944455931,93312
4,27,4 0 3 3 1 3 1 7 3 1 7 6 6 4 2 0 7 4 0 2 2 4 1 1 4 5 1 3,-31.43189400314466,109008
4,28,1 1 0 5 5 2 4 5 2 0 0 0 0 0 0 3 7 2 1 7 3 4 6 1 6 2 1 3,-31.446160648551103,186592
4,29,1 7 0 4 7 4 5 7 2 7 7 2 4 1 3 5 7 0 1 2 0 2 6 3 0 0 3 1,-31.688814811559446,258656
4,30,1 7 0 4 7 4 5 7 2 4 6 5 3 7 5 5 2 2 7 0 1 3 2 0 0 0 3 1,-31.72344637703969,282432
4,31,1 7 0 4 7 4 5 6 3 6 2 3 0 0 0 4 7 2 1 7 1 3 2 3 3 0 2 7,-31.918860188904887,509696
4,32,2 6 2 3 7 1 3 3 4 6 3 0 4 6 0 1 4 2 6 7 2 4 7 3 2 1 1 5,-31.81085774811192,303696
4,33,4 7 1 2 6 0 3 0 1 3 6 2 3 6 2 5 7 2 1 7 3 7 6 2 3 0 0 5,-31.19474904053786,77344
4,34,4 4 3 1 6 2 5 6 0 2 5 4 4 1 3 5 2 1 4 7 0 2 0 0 4 1 4 4,-31.12478199327406,47184
4,35,0 4 7 5 5 1 1 4 3 7 6 0 0 0 6 0 3 2 0 3 5 1 5 5 4 4 3 4,-30.92871493311576,43984
4,36,4 5 0 5 4 7 2 6 0 7 7 7 5 0 4 7 6 4 3 5 5 1 2 6 1 4 7 7,-29.542792187986297,39120
4,37,4 5 0 5 4 7 2 6 0 7 7 7 5 0 4 7 6 4 3 5 5 1 2 6 1 4 6 7,-29.501848936980057,37584
4,38,1 6 5 0 1 5 5 1 0 6 3 0 4 7 4 7 6 2 4 7 6 2 3 5 6 5 2 4,-31.298242694258768,144800
4,39,5 7 1 4 0 6 6 7 3 4 3 6 0 6 2 4 7 0 6 1 6 4 2 1 7 7 2 2,-31.436457663955046,195232
4,40,6 1 1 4 4 5 7 0 5 5 6 7 4 4 1 0 7 4 0 1 0 4 0 4 7 0 2 0,-31.490879648742503,265488
4,41,1 7 0 4 7 4 5 7 2 7 7 2 6 7 5 4 5 3 4 5 2 4 1 1 0 0 3 1,-31.619441737780928,274816
4,42,1 7 0 4 7 4 5 6 3 6 2 0 0 0 0 3 7 2 1 7 1 3 2 3 3 0 3 1,-31.767653506021038,461600
4,43,5 7 1 4 0 6 6 7 3 4 3 6 0 6 1 6 2 3 1 1 2 1 7 3 7 3 5 3,-31.644440057771018,323392
4,44,5 6 1 6 7 5 3 6 5 6 3 0 4 6 0 1 4 2 6 7 2 5 7 0 7 3 5 4,-31.177413026264123,78016
4,45,4 3 4 5 3 0 2 6 0 7 7 7 5 0 4 0 6 4 3 5 3 5 4 4 3 7 1 2,-31.08169043565755,61792
4,46,4 2 3 6 1 2 0 4 5 6 0 1 3 6 0 4 6 2 1 7 2 4 7 3 2 0 5 6,-31.0955681739756,77008
4,47,4 5 0 5 4 4 6 1 6 3 1 0 1 1 2 0 3 4 3 2 5 6 2 5 1 4 7 7,-31.016069999085154,55056
4,48,0 3 1 7 3 6 1 4 5 0 3 7 0 0 0 3 7 2 1 7 3 4 6 1 6 2 1 6,-30.871466726576674,52384
4,49,0 2 0 1 6 0 3 6 2 1 6 7 4 6 0 4 3 2 1 7 3 7 1 5 3 7 6 6,-30.790914416174598,51680
4,50,0 7 5 4 2 4 5 6 0 2 5 4 4 1 3 5 2 1 5 4 4 1 4 7 2 3 1 7,-30.708727516954628,47632
4,51,4 7 2 3 3 2 0 3 5 2 4 4 1 0 3 4 4 0 5 1 7 4 5 4 5 2 4 2,-28.892950556264047,45072
4,52,5 7 1 4 0 6 6 7 0 4 3 6 0 6 5 4 7 0 6 1 6 4 2 1 0 7 2 1,-31.277761062716177,151104
4,53,5 7 1 4 0 6 6 7 0 4 3 7 4 2 7 0 7 4 0 1 1 4 0 5 0 7 2 1,-31.349936789731714,200256
4,54,6 3 7 7 5 6 4 1 2 0 6 2 3 6 2 4 6 3 0 2 0 2 7 1 1 5 1 1,-31.758901977265676,1141104
4,55,1 7 6 1 5 2 2 0 3 1 4 1 5 3 5 0 7 5 5 2 5 2 5 0 2 2 4 3,-31.46202281430909,326816
4,56,6 3 7 7 5 6 4 1 2 1 6 7 4 4 7 4 6 3 0 2 0 2 7 1 1 5 1 1,-31.601407974202143,1028208
4,57,1 7 6 1 5 2 2 0 1 0 7 2 6 5 1 6 2 3 1 6 2 2 5 0 2 3 4 3,-31.54272993524095,436864
4,58,1 6 1 0 7 6 4 7 3 5 1 6 5 3 5 5 2 2 7 0 1 3 2 0 0 0 3 1,-31.413425427451266,324448
4,59,4 0 3 3 1 3 1 7 3 1 4 1 5 4 5 0 7 5 5 2 5 2 5 0 2 2 5 3,-31.103194315228496,98576
4,60,4 5 2 1 6 2 5 6 2 5 4 1 1 2 0 4 4 6 2 3 0 2 0 0 4 1 4 4,-30.901333095948303,60880
4,61,0 7 6 7 7 5 7 3 1 1 1 6 5 3 6 7 6 4 1 3 3 5 3 1 2 7 0 6,-31.014022945129586,78032
4,62,0 7 6 7 7 5 7 3 1 1 1 6 5 3 6 7 6 4 1 3 3 5 3 1 2 7 0 6,-31.014022945129586,78032
4,63,4 3 0 0 6 4 4 7 6 7 0 4 7 7 2 4 5 3 4 5 2 4 1 1 4 0 6 4,-30.718787016480103,54080
4,64,0 4 1 7 2 4 5 1 2 6 6 3 0 7 2 4 0 2 5 1 5 6 7 6 4 5 0 7,-30.76228795311595,60688
4,65,4 7 1 2 6 0 1 1 4 4 1 5 2 0 2 1 0 1 5 1 0 4 5 4 5 2 3 1,-30.719732061542565,55184
4,66,4 7 2 3 3 2 5 1 1 2 4 4 1 0 3 4 4 0 5 1 7 4 5 4 5 2 4 2,-28.927813700065617,51488
4,67,4 7 2 3 3 2 1 3 5 2 4 7 4 6 2 5 7 3 5 1 7 4 5 4 5 2 4 2,-30.356178233980295,51616
4,68,4 2 0 0 4 3 1 4 6 4 2 4 2 7 2 2 0 6 7 6 5 0 6 6 4 6 5 1,-28.771386591276123,45232
4,69,4 2 1 6 7 5 3 6 4 4 2 4 2 7 2 2 0 6 7 6 5 0 6 6 4 6 5 1,-28.794870199242617,49360
4,70,4 1 3 7 6 6 4 1 2 1 1 7 4 6 1 0 3 2 0 3 7 2 7 1 1 5 2 1,-31.226392407574544,159120
4,71,1 7 2 3 3 2 4 7 3 4 0 7 4 2 7 0 7 4 0 1 0 4 0 4 7 0 3 1,-31.333465244342104,236192
4,72,1 6 7 5 7 5 5 7 2 4 0 0 0 7 4 6 4 2 5 5 3 0 7 0 7 2 5 4,-31.235667122988595,224640
4,73,7 3 7 7 5 6 4 1 1 1 6 7 4 4 7 4 6 3 0 2 2 4 1 1 4 5 1 1,-31.69033511376744,1817312
4,74,1 6 0 5 5 2 1 2 3 6 2 0 0 0 0 3 7 2 1 7 3 4 6 1 6 2 1 3,-31.437090971650907,337216
4,75,1 6 0 5 5 2 1 2 3 6 2 0 0 0 0 3 7 2 1 7 3 4 6 1 6 2 1 3,-31.437090971650907,337216
4,76,2 6 2 3 7 1 3 3 4 4 1 0 1 1 2 0 5 2 5 3 6 5 3 7 2 3 1 5,-31.50763146662792,1042512
4,77,6 3 0 7 5 6 4 1 2 1 6 7 2 1 2 3 6 3 0 2 0 2 7 1 1 5 1 1,-31.478614416755647,1037568
4,78,1 6 1 0 5 4 4 6 2 5 7 0 2 5 7 3 7 2 1 7 3 4 6 1 6 5 1 3,-31.438206628526963,604672
4,79,5 7 1 4 4 5 7 0 5 4 3 6 0 6 2 4 7 0 6 1 6 4 2 1 7 7 2 2,-31.085488507263648,133088
4,80,1 4 5 4 3 4 0 0 6 6 3 0 4 6 0 1 4 2 6 7 2 4 7 3 2 1 1 4,-31.059036214703013,101856
4,81,0 2 0 0 4 6 7 0 5 5 7 0 2 5 7 3 5 6 0 7 6 2 1 3 4 4 5 6,-31.0986226080148,146976
4,82,4 6 7 0 1 2 2 5 0 2 2 0 5 0 3 0 7 0 7 7 1 5 1 1 2 2 1 5,-30.885429026225513,62192
4,83,1 7 2 0 1 5 5 1 0 2 2 0 3 7 7 5 3 0 2 5 0 2 1 3 4 4 4 5,-31.00730783963466,98912
4,84,4 4 3 3 1 3 1 5 0 6 2 2 6 5 0 6 2 0 1 1 2 1 7 3 7 3 5 3,-30.943656417004284,80400
4,85,4 2 5 1 1 6 6 7 3 4 3 6 0 6 2 4 7 0 6 2 6 4 4 2 0 3 5 3,-30.602423542915407,55376
4,86,0 2 0 0 4 7 1 1 0 0 7 6 1 4 4 1 6 6 1 0 6 2 1 3 4 4 6 6,-30.19777014336035,52272
4,87,2 6 2 3 7 1 3 3 4 6 0 0 1 1 2 0 5 2 5 3 6 5 3 7 2 3 1 5,-31.4963215115561,1047216
4,88,2 6 2 3 7 1 3 0 4 4 1 0 1 0 2 0 5 2 5 3 6 5 3 7 2 3 1 5,-31.45690498421328,1042512
4,89,6 6 7 4 4 5 7 0 5 5 7 0 2 5 7 4 3 1 5 6 4 1 4 7 1 3 5 0,-31.37887672530258,484368
4,90,5 7 0 1 0 1 5 0 6 3 0 1 0 6 7 4 6 2 1 0 2 1 6 0 0 7 6 0,-31.310204957387988,288512
4,91,5 7 1 4 0 6 6 7 1 4 3 6 0 6 2 4 7 0 6 1 6 4 2 1 7 7 2 3,-31.193457467085267,195232
4,92,5 7 0 1 0 1 5 1 6 2 6 4 4 1 2 1 3 4 3 2 5 1 6 0 0 7 6 3,-31.166088999969052,175936
4,93,1 6 5 4 2 4 5 4 2 2 5 5 4 1 0 5 7 5 1 7 3 4 6 1 6 2 1 3,-30.996947851107524,109536
4,94,4 2 5 1 0 7 0 5 2 5 2 2 6 6 5 5 2 3 2 2 1 2 1 2 0 2 6 1,-31.05447635875789,135632
4,95,4 2 3 6 1 2 0 4 5 5 0 1 3 6 0 4 6 2 1 6 6 4 7 3 2 0 5 6,-30.93815395096243,82992
4,96,4 2 3 6 1 2 0 4 5 6 0 1 0 3 3 4 6 2 1 7 2 4 7 3 2 0 5 6,-30.82545513262982,82336
4,97,4 0 2 2 4 6 1 4 1 6 7 4 1 0 3 4 4 0 5 1 7 4 5 4 5 2 4 4,-28.58570309981248,52464
4,98,4 2 5 1 2 1 0 7 7 3 1 5 7 2 5 6 7 7 5 3 2 2 4 2 0 2 6 1,-30.127223919942708,58240
4,99,0 0 1 7 3 6 0 1 0 3 1 1 4 3 1 3 2 1 2 2 1 2 1 3 4 4 1 6,-30.513728261030582,58432
