label,pc1,pc2,Net
pool,0.3055454201936997,0.06852415079851162,"[6, 6, 4, 0, 5, 6, 6, 3, 4, 1, 4, 4, 6, 7, 4, 4, 6, 2, 6, 2, 0, 5, 1, 4, 4, 4, 0, 0]"
pool,4.271110198951378,0.1822087625890801,"[0, 0, 7, 4, 1, 2, 7, 3, 2, 0, 1, 6, 5, 4, 4, 3, 2, 7, 3, 5, 1, 5, 1, 4, 6, 3, 1, 7]"
pool,-1.2489884348321765,2.6016775144006625,"[2, 1, 4, 0, 7, 3, 0, 7, 4, 4, 2, 5, 4, 0, 0, 4, 2, 0, 5, 4, 4, 1, 3, 0, 1, 5, 1, 1]"
pool,0.2794983282676728,0.9218384679563765,"[3, 1, 5, 4, 7, 6, 4, 2, 2, 5, 5, 1, 0, 2, 6, 4, 6, 0, 4, 0, 0, 2, 7, 5, 4, 4, 1, 1]"
pool,2.749331454791794,-2.1368623333797094,"[2, 4, 3, 0, 6, 3, 2, 6, 6, 5, 2, 6, 5, 2, 2, 7, 1, 5, 1, 7, 0, 4, 5, 7, 3, 7, 7, 0]"
pool,1.9044691130083242,0.23382171175459285,"[6, 0, 4, 6, 2, 5, 3, 6, 1, 1, 7, 0, 0, 0, 5, 7, 5, 5, 1, 3, 0, 5, 5, 7, 4, 6, 2, 4]"
pool,1.5898641147961745,-3.6887191176043346,"[1, 4, 4, 4, 7, 2, 0, 4, 0, 1, 7, 3, 6, 5, 6, 7, 3, 7, 7, 7, 7, 7, 6, 4, 4, 4, 6, 2]"
pool,-6.338290625953724,-0.8715421752064727,"[0, 4, 0, 4, 7, 1, 3, 7, 4, 5, 7, 0, 4, 7, 0, 1, 7, 4, 1, 4, 4, 0, 7, 4, 4, 7, 0, 0]"
pool,-4.794223406575658,0.9459506203045056,"[0, 7, 4, 4, 3, 5, 0, 7, 4, 0, 0, 4, 4, 7, 0, 0, 7, 7, 4, 0, 0, 1, 7, 0, 0, 5, 0, 0]"
pool,0.20682652556541023,-2.5045619439302715,"[6, 7, 1, 6, 0, 4, 5, 2, 2, 6, 7, 7, 6, 7, 6, 5, 7, 3, 4, 4, 2, 0, 2, 4, 6, 7, 4, 0]"
pool,2.2654150204557624,-0.6240467349660088,"[1, 2, 7, 4, 7, 5, 7, 1, 5, 2, 5, 3, 5, 3, 5, 4, 1, 2, 0, 3, 2, 5, 5, 0, 0, 5, 5, 5]"
pool,2.294662271356909,-1.406275268477077,"[5, 6, 0, 3, 7, 7, 2, 4, 2, 5, 4, 2, 7, 1, 4, 6, 2, 7, 0, 7, 0, 2, 5, 4, 5, 2, 6, 3]"
pool,-3.7582426641318083,1.8856821305513611,"[0, 7, 0, 0, 7, 2, 4, 7, 4, 4, 5, 4, 0, 7, 0, 4, 1, 1, 2, 4, 4, 1, 2, 4, 0, 0, 1, 0]"
pool,4.633164751615243,-1.1662505926950635,"[6, 4, 7, 0, 3, 6, 2, 3, 5, 6, 5, 0, 1, 0, 7, 1, 6, 4, 6, 5, 7, 4, 1, 6, 7, 1, 6, 2]"
pool,-1.3136527194913252,-0.3839184960369543,"[5, 6, 4, 1, 7, 2, 4, 6, 4, 3, 3, 4, 1, 6, 2, 2, 5, 4, 1, 7, 0, 0, 7, 1, 4, 2, 6, 0]"
pool,3.8398783523676205,0.31577296053083403,"[6, 7, 0, 5, 0, 0, 0, 6, 7, 6, 1, 5, 2, 5, 1, 5, 2, 6, 2, 0, 2, 7, 0, 2, 6, 5, 5, 7]"
pool,2.783655915339259,0.7005157708181369,"[1, 5, 6, 3, 4, 1, 7, 2, 5, 1, 1, 4, 3, 0, 1, 5, 7, 4, 4, 5, 5, 0, 2, 2, 7, 0, 1, 6]"
pool,1.0471330053341374,0.709417990127466,"[5, 5, 4, 0, 7, 0, 3, 4, 0, 5, 0, 2, 5, 6, 2, 2, 0, 2, 0, 6, 2, 7, 7, 1, 2, 4, 7, 1]"
pool,0.08422974288306051,-1.2667523895781192,"[5, 4, 6, 5, 7, 6, 4, 7, 5, 1, 1, 4, 2, 6, 4, 4, 7, 2, 1, 3, 1, 7, 1, 1, 4, 6, 5, 0]"
pool,0.5202615383843348,0.4345778768264153,"[3, 4, 4, 6, 7, 0, 1, 0, 3, 5, 5, 4, 5, 5, 6, 6, 2, 0, 0, 4, 6, 1, 2, 0, 4, 7, 4, 1]"
pool,0.6921200108166473,-1.0606463594979059,"[3, 7, 5, 0, 0, 2, 2, 7, 2, 3, 7, 1, 2, 1, 4, 4, 3, 1, 7, 7, 4, 6, 6, 1, 1, 6, 6, 5]"
