epoch,loss,psnr,val_loss,val_psnr
0,0.006893939804285765,26.27723503112793,0.002120174700394273,29.180864334106445
1,0.0018792323535308242,30.377349853515625,0.0016209275927394629,30.453744888305664
2,0.001598691800609231,31.41903305053711,0.0012745448620989919,32.27855682373047
3,0.0013918455224484205,32.28902816772461,0.0011298396857455373,33.220516204833984
4,0.0012928330106660724,32.822017669677734,0.00107185251545161,33.486270904541016
5,0.001216422882862389,33.238433837890625,0.0010903935180976987,32.941429138183594
6,0.0012388655450195074,33.29204177856445,0.0011414518812671304,33.23068618774414
7,0.0011994398664683104,33.43882369995117,0.0009847971377894282,34.1007080078125
8,0.001129120122641325,33.873905181884766,0.0009409044869244099,34.40760803222656
9,0.0010918735060840845,34.188880920410156,0.0009597297757863998,33.815589904785156
10,0.0010942011140286922,34.25279235839844,0.000923844228964299,34.787803649902344
11,0.0010640788823366165,34.43670654296875,0.0009266565321013331,34.36056900024414
12,0.0011293834540992975,34.185707092285156,0.0009037714917212725,34.85490036010742
13,0.0010438661556690931,34.641395568847656,0.0009131632396019995,34.234046936035156
14,0.0010256334207952023,34.82561111450195,0.0008992571965791285,34.452247619628906
15,0.0010090692667290568,34.91128158569336,0.0008513313950970769,35.258338928222656
16,0.0010062475921586156,34.94465637207031,0.001050985069014132,33.14301300048828
17,0.0010002499911934137,35.09585189819336,0.0008532747742719948,35.161285400390625
18,0.0009873931994661689,35.139244079589844,0.0008838591747917235,34.2235221862793
19,0.00103855156339705,34.960819244384766,0.0008542410796508193,35.343597412109375
20,0.0009893621318042278,35.18085479736328,0.0008535332162864506,34.91474533081055
21,0.0009753605700097978,35.29228210449219,0.0009091721731238067,33.83266830444336
22,0.0009657890186645091,35.389930725097656,0.000816779735032469,35.58726501464844
23,0.0009540264145471156,35.46672058105469,0.0008102278225123882,35.740901947021484
24,0.0009506904170848429,35.5073356628418,0.0008214440895244479,35.17963790893555
25,0.0009501866297796369,35.567752838134766,0.000838897773064673,34.7578010559082
26,0.0010040346533060074,35.280540466308594,0.0008502044365741313,35.11568069458008
27,0.0009654932655394077,35.47854232788086,0.0008442416437901556,34.806365966796875
28,0.0009457726846449077,35.62276840209961,0.0008065252914093435,35.54377746582031
29,0.0009151467238552868,36.27167892456055,0.0007830481044948101,36.13950729370117
30,0.0009152013808488846,36.232017517089844,0.0007764530600979924,36.22245788574219
31,0.0009084334596991539,36.28106689453125,0.0007765353657305241,36.14845275878906
32,0.0009024383616633713,36.32976150512695,0.0007718694396317005,36.204986572265625
33,0.0009000506834127009,36.348426818847656,0.000764330558013171,36.48426818847656
34,0.0008986197062768042,36.36800003051758,0.0007690138882026076,36.199581146240234
35,0.0008978176047094166,36.395843505859375,0.0007604673155583441,36.526588439941406
36,0.000895945355296135,36.4032096862793,0.0007673883228562772,36.23320007324219
37,0.0008955454686656594,36.424827575683594,0.0007755217375233769,35.837005615234375
38,0.0008936718804761767,36.43968963623047,0.0007545676780864596,36.55032730102539
39,0.000888330047018826,36.46192932128906,0.0007655808003619313,36.15474319458008
40,0.0008867845172062516,36.483131408691406,0.0007532489253208041,36.454097747802734
41,0.0008844266412779689,36.49932098388672,0.0007636252557858825,35.89740753173828
42,0.0008816046174615622,36.5181770324707,0.0007468193653039634,36.647178649902344
43,0.0008824958349578083,36.51435852050781,0.0007506944239139557,36.55022430419922
44,0.0008825322147458792,36.51481628417969,0.0007442065980285406,36.74744415283203
45,0.0008784248493611813,36.58979797363281,0.0007680676062591374,35.74235534667969
